gene_id,gene_symbol
7716,VEZF1
6532,SLC6A4
3356,HTR2A
256472,TMEM151A
779,CACNA1S
81615,TMEM163
55901,THSD1
6599,SMARCC1
10079,ATP9A
23383,MAU2
2801,GOLGA2
64802,NMNAT1
3690,ITGB3
27185,DISC1
55181,SMG8
1893,ECM1
375056,MIA3
8516,ITGA8
23500,DAAM2
284361,EMC10
3683,ITGAL
5256,PHKA2
29105,CFAP20
100151684,RNU6ATAC
4771,NF2
5728,PTEN
4330,MN1
6605,SMARCE1
5155,PDGFB
283450,HECTD4
5138,PDE2A
265,AMELX
128,ADH5
6770,STAR
26960,NBEA
9722,NOS1AP
1593,CYP27A1
781,CACNA2D1
2776,GNAQ
9211,LGI1
51343,FZR1
84678,KDM2B
10093,ARPC4
4976,OPA1
4016,LOXL1
23149,FCHO1
1638,DCT
644096,SDHAF1
841,CASP8
29072,SETD2
4233,MET
285521,COX18
4884,NPTX1
5729,PTGDR
3242,HPD
26153,KIF26A
55157,DARS2
338657,CENATAC
678,ZFP36L2
153,ADRB1
79605,PGBD5
58528,RRAGD
7125,TNNC2
63915,BLOC1S5
6868,ADAM17
1185,CLCN6
645104,CLRN2
4718,NDUFC2
4001,LMNB1
283677,REC114
89876,CFAP91
1801,DPH1
93627,TBCK
9249,DHRS3
9570,GOSR2
29967,LRP12
54675,CRLS1
55270,NUDT15
5725,PTBP1
823,CAPN1
10555,AGPAT2
56984,PSMG2
5313,PKLR
222663,SCUBE3
80726,IQCN
23116,TOGARAM1
6687,SPG7
23036,ZNF292
55148,UBR7
55775,TDP1
342618,SLFN14
23545,ATP6V0A2
3070,HELLS
83879,CDCA7
54872,PIGG
7467,-
10815,CPLX1
1487,CTBP1
53834,FGFRL1
7468,NSD2
3954,LETM1
79669,C3ORF52
54084,TSPEAR
2259,FGF14
699,BUB1
9653,HS2ST1
3735,KARS1
84138,SLC7A6OS
3105,HLA-A
3106,HLA-B
56006,SMG9
10846,PDE10A
8379,MAD1L1
8085,KMT2D
55719,SLF2
23137,SMC5
10907,TXNL4A
55343,SLC35C1
79759,ZNF668
283209,PGM2L1
492,ATP2B3
11146,GLMN
6473,SHOX
23286,WWC1
54112,GPR88
917,CD3G
84946,LTV1
6714,SRC
1962,EHHADH
2103,ESRRB
8106,PABPN1
85452,CFAP74
136932118,-
7234,TRU-TCA1-1
157855,KCNU1
3339,HSPG2
2652,OPN1MW
3313,HSPA9
6929,TCF3
2074,ERCC6
916,CD3E
2961,GTF2E2
51567,TDP2
134430,WDR36
7100,TLR5
200403,VWA3B
29119,CTNNA3
93426,SYCE1
915,CD3D
51308,REEP2
9894,TELO2
3371,TNC
51095,TRNT1
56052,ALG1
84627,ZNF469
25923,ATL3
3033,HADH
6569,SLC34A1
89891,DYNC2I2
84529,CDIN1
132,ADK
2584,GALK1
4171,MCM2
79848,CSPP1
11133,KPTN
6334,SCN8A
406960,MIR184
50506,DUOX2
23600,AMACR
8763,CD164
3074,HEXB
53630,BCO1
473,RERE
80347,COASY
54931,TRMT10C
3097,HIVEP2
121278,TPH2
2289,FKBP5
23732,FRRS1L
55906,ZC4H2
29893,PSMC3IP
4358,MPV17
8314,BAP1
9378,NRXN1
7050,TGIF1
3712,IVD
4615,MYD88
3868,KRT16
5147,PDE6D
4604,MYBPC1
128637,TBC1D20
55969,RAB5IF
5406,PNLIP
4914,NTRK1
5395,PMS2
11078,TRIOBP
10367,MICU1
3702,ITK
55180,LINS1
8929,PHOX2B
1103,CHAT
238,ALK
286077,SACK1H
64805,P2RY12
3955,LFNG
3075,CFH
1056,CEL
953,ENTPD1
10613,ERLIN1
6337,SCNN1A
51816,ADA2
23204,ARL6IP1
271,AMPD2
5261,PHKG2
6785,ELOVL4
9516,LITAF
5422,POLA1
137196,CCDC26
204,AK2
56983,POGLUT1
5449,POU1F1
79784,MYH14
7473,WNT3
6496,SIX3
8086,AAAS
8139,GAN
6910,TBX5
1439,CSF2RB
4153,MBL2
22948,CCT5
367,AR
9381,OTOF
64699,TMPRSS3
4436,MSH2
735,C9
3551,IKBKB
10617,STAMBP
102,ADAM10
57128,LYRM4
3703,STT3A
197322,ACSF3
7293,TNFRSF4
91754,NEK9
6873,TAF2
201595,STT3B
4481,MSR1
115908,CTHRC1
51008,ASCC1
55654,TMEM127
4149,MAX
23095,KIF1B
7428,VHL
8710,SERPINB7
26873,OPLAH
23417,MLYCD
6720,SREBF1
9380,GRHPR
1109,AKR1C4
1646,AKR1C2
4221,MEN1
79577,CDC73
7941,PLA2G7
2201,FBN2
55034,MOCOS
10559,SLC35A1
10584,COLEC10
6007,RHD
23451,SF3B1
2624,GATA2
171023,ASXL1
54790,TET2
1298,COL9A2
54361,WNT4
154288,KHDC3L
5892,RAD51D
55214,P3H2
388962,BOLA3
55521,TRIM36
9897,WASHC5
249,ALPL
389692,MAFA
7337,UBE3A
10117,ENAM
2248,FGF3
64421,DCLRE1C
8676,STX11
85320,ABCC11
26137,ZBTB20
3239,HOXD13
57104,PNPLA2
3815,KIT
8915,BCL10
6794,STK11
4626,MYH8
3835,KIF22
5213,PFKM
51196,PLCE1
5310,PKD1
10456,HAX1
23111,SPART
5956,OPN1LW
10049,DNAJB6
100151683,RNU4ATAC
25814,ATXN10
4939,OAS2
9466,IL27RA
3777,KCNK3
1027,CDKN1B
2068,ERCC2
2067,ERCC1
9126,SMC3
10166,SLC25A15
3938,LCT
3394,IRF8
57554,LRRC7
949,SCARB1
1284,COL4A2
22845,DOLK
55750,AGK
112812,FDX2
10524,KAT5
9451,EIF2AK3
6536,SLC6A9
1548,CYP2A6
5250,SLC25A3
130951,M1AP
2683,B4GALT1
6434,TRA2B
1636,ACE
29895,MYL11
57545,CC2D2A
22818,COPZ1
3839,KPNA3
79005,SCNM1
51340,CRNKL1
80320,SP6
2968,GTF2H4
50846,DHH
284252,KCTD1
3157,HMGCS1
8468,FKBP6
60493,FASTKD5
2571,GAD1
90522,YIF1B
10651,MTX2
7078,TIMP3
6472,SHMT2
55755,CDK5RAP2
10220,GDF11
6253,RTN2
90416,CCDC32
4040,LRP6
10161,LPAR6
23031,MAST3
345275,HSD17B13
118924,FRA10AC1
28956,LAMTOR2
8911,CACNA1I
3710,ITPR3
9525,VPS4B
4148,MATN3
64376,IKZF5
57020,VPS35L
11014,KDELR2
1540,CYLD
57152,SLURP1
55835,CPAP
120892,LRRK2
383,ARG1
6329,SCN4A
23025,UNC13A
23223,RRP12
654,BMP6
899,CCNF
7516,XRCC2
27161,AGO2
5626,PROP1
5566,PRKACA
5567,PRKACB
159686,CFAP58
375298,CERKL
132001,TAMM41
2138,EYA1
4846,NOS3
7388,UQCRH
10458,BAIAP2
90523,MLIP
7389,UROD
4713,NDUFB7
84986,ARHGAP19
64858,DCLRE1B
6495,SIX1
50640,PNPLA8
26275,HIBCH
26750,RPS6KC1
53632,PRKAG3
4487,MSX1
6208,RPS14
8291,DYSF
7109,TRAPPC10
8854,ALDH1A2
10992,SF3B2
1119,CHKA
3631,INPP4A
8496,PPFIBP1
118987,PDZD8
501,ALDH7A1
6840,SVIL
185,AGTR1
183,AGT
4281,MID1
6341,SCO1
162,AP1B1
201134,CEP112
1352,COX10
57674,RNF213
5689,PSMB1
5498,PPOX
122618,PLD4
64091,POPDC2
8382,NME5
63908,NAPB
79147,FKRP
4901,NRL
7298,TYMS
1340,COX6B1
51204,TACO1
84987,COX14
28958,COA3
1351,COX8A
116228,COX20
100131801,PET100
55037,PTCD3
1136,CHRNA3
22954,TRIM32
3911,LAMA5
57462,MYORG
6575,SLC20A2
79903,NAA60
80213,TM2D3
10015,PDCD6IP
56970,ATXN7L3
55107,ANO1
3685,ITGAV
1854,DUT
27304,MOCS3
51366,UBR5
79087,ALG12
1155,TBCB
84334,COA8
56886,UGGT1
1339,COX6A2
22,ABCB7
100303755,PET117
9377,COX5A
1327,COX4I1
4697,COXFA4
10282,BET1
29880,ALG5
9333,TGM5
154313,CFAP206
6908,TBP
652991,SKOR2
374654,KIF7
9924,PAN2
283120,H19
2239,GPC4
2719,GPC3
23557,SNAPIN
23265,EXOC7
1802,DPH2
1576,CYP3A4
2615,LRRC32
27252,KLHL20
4953,ODC1
5091,PC
149371,EXOC8
22900,CARD8
6660,SOX5
285175,UNC80
4595,MUTYH
171019,ADAMTS19
22859,ADGRL1
83475,DOHH
84992,PIGY
55027,HEATR3
6558,SLC12A2
10236,HNRNPR
51611,DPH5
5700,PSMC1
79966,SCD5
402,ARL2
5594,MAPK1
79816,TLE6
11149,POPDC1
25828,TXN2
10253,SPRY2
84919,PPP1R15B
5687,PSMA6
7292,TNFSF4
2099,ESR1
2730,GCLM
440823,MIAT
2155,F7
4049,LTA
4973,OLR1
7804,LRP8
2729,GCLC
3957,LGALS2
51244,CCDC174
54862,CC2D1A
6742,SSBP1
51085,MLXIPL
10430,TMEM147
55691,FRMD4A
3187,HNRNPH1
146754,DNAH2
91057,CCDC34
1769,DNAH8
22880,MORC2
11117,EMILIN1
4677,NARS1
2937,GSS
9080,CLDN9
9147,NEMF
147007,VMA12
84317,VMA22
53904,MYO3A
55679,LIMS2
92154,MTSS2
84978,FRMD5
51251,NT5C3A
56683,CFAP298
10243,GPHN
85478,DRC2
51053,GMNN
6674,SPAG1
6307,MSMO1
10664,CTCF
57592,ZNF687
55112,DYNC2I1
23534,TNPO3
81034,SLC25A32
2658,GDF2
3720,JARID2
865,CBFB
8787,RGS9
5199,CFP
270,AMPD1
7167,TPI1
54832,VPS13C
29926,GMPPA
2066,ERBB4
5293,PIK3CD
2495,FTH1
1417,CRYBB3
9094,UNC119
778,CACNA1F
7503,XIST
10,NAT2
5443,POMC
948,CD36
57526,PCDH19
123624,AGBL1
23094,SIPA1L3
10758,TRAF3IP2
5915,RARB
9829,DNAJC6
51218,GLRX5
60529,ALX4
4204,MECP2
8867,SYNJ1
11253,MAN1B1
10841,FTCD
55737,VPS35
7874,USP7
51206,GP6
6550,SLC9A3
27315,PGAP2
26525,IL36RN
9325,TRIP4
83987,CCDC8
29940,DSE
27077,B9D1
1641,DCX
23676,SMPX
163183,SYNE4
51428,DDX41
80185,TTI2
55780,ERMARD
23065,EMC1
5079,PAX5
2626,GATA4
10320,IKZF1
11280,SCN11A
128989,TANGO2
79633,FAT4
57572,DOCK6
59344,ALOXE3
242,ALOX12B
1302,COL11A2
6336,SCN10A
8863,PER3
51501,HIKESHI
6138,RPL15
5618,PRLR
3490,IGFBP7
25782,RAB3GAP2
23443,SLC35A3
22931,RAB18
5580,PRKCD
1778,DYNC1H1
255928,SYT14
57647,DHX37
50937,CDON
338,APOB
1857,DVL3
51124,IER3IP1
23165,NUP205
9688,NUP93
5075,PAX1
202018,TAPT1
4751,NEK2
190,NR0B1
7137,TNNI3
79934,COQ8B
440,ASNS
4791,NFKB2
5538,PPT1
119559,SFXN4
6658,SOX3
1203,CLN5
81545,FBXO38
9439,MED23
6103,RPGR
4340,MOG
7043,TGFB3
1981,EIF4G1
22827,PUF60
2036,EPB41L1
10369,CACNG2
3299,HSF4
26235,FBXL4
776,CACNA1D
2775,GNAO1
23334,SZT2
91147,TMEM67
197131,UBR1
89765,RSPH1
161582,DNAAF4
80816,ASXL3
56616,DIABLO
10528,NOP56
644,BLVRA
5243,ABCB1
2188,FANCF
288,ANK3
6772,STAT1
23321,TRIM2
91,ACVR1B
2660,MSTN
5105,PCK1
1407,CRY1
2876,GPX1
84146,ZNF644
90167,FRMD7
23347,SMCHD1
79600,TCTN1
11107,PRDM5
26258,BLOC1S6
5224,PGAM2
80776,B9D2
126410,CYP4F22
26154,ABCA12
4117,MAK
3590,IL11RA
3769,KCNJ13
10345,TRDN
845,CASQ2
9049,AIP
1674,DES
30813,VSX1
5800,PTPRO
4488,MSX2
2720,GLB1
6533,SLC6A6
1585,CYP11B2
4286,MITF
165918,RNF168
8912,CACNA1H
343035,RD3
2161,F12
1471,CST3
5309,PITX3
6229,RPS24
5053,PAH
1116,CHI3L1
1760,DMPK
29954,POMT2
9215,LARGE1
427,ASAH1
6530,SLC6A2
4998,ORC1
1621,DBH
9562,MINPP1
57522,SRGAP1
71,ACTG1
284654,RSPO1
549,AUH
1009,CDH11
6821,SUOX
221322,TBC1D32
26855,RNU2-2
26832,RNU5B-1
4548,MTR
65250,CPLANE1
4817,NIT1
51592,TRIM33
405753,DUOXA2
136647,MPLKIP
4716,NDUFB10
8567,MADD
23067,SETD1B
5106,PCK2
55706,NDC1
3419,IDH3A
54766,BTG4
343637,RSPO4
22929,SEPHS1
7284,TUFM
5805,PTS
63899,NSUN3
2193,FARSA
26276,VPS33B
10491,CRTAP
203190,LGI3
5557,PRIM1
387129,NPSR1
1073,CFL2
3110,MNX1
1104,RCC1
84081,NSRP1
10155,TRIM28
22899,ARHGEF15
219844,HYLS1
54658,UGT1A1
64432,MRPS25
84842,HPDL
5860,QDPR
84274,COQ5
25793,FBXO7
125170,MIEF2
8910,SGCE
29969,MDFIC
662,BNIP1
8914,TIMELESS
392617,ELFN1
55294,FBXW7
29763,PACSIN3
3082,HGF
7403,KDM6A
2532,ACKR1
29126,CD274
22807,IKZF2
84790,TUBA1C
146183,OTOA
64321,SOX17
768206,PRCD
79001,VKORC1
1559,CYP2C9
79048,SECISBP2
55362,TMEM63B
6439,SFTPB
6197,RPS6KA3
50700,RDH8
80233,FAAP100
5921,RASA1
8720,MBTPS1
118461,C10ORF71
91624,NEXN
2249,FGF4
84971,ATG4D
3425,IDUA
3673,ITGA2
3674,ITGA2B
84444,DOT1L
10116,FEM1B
54332,GDAP1
6139,RPL17
84676,TRIM63
3617,IMPG1
593,BCKDHA
54499,TMCO1
2649,NR6A1
4438,MSH4
8565,YARS1
4205,MEF2A
2011,MARK2
286676,ILDR1
440193,CCDC88C
51322,WAC
9455,HOMER2
1312,COMT
4851,NOTCH1
7546,ZIC2
51142,CHCHD2
9445,ITM2B
57410,SCYL1
5830,PEX5
9663,LPIN2
10735,STAG2
8243,SMC1A
406987,MIR204
64116,SLC39A8
1305,COL13A1
2622,DRC4
89970,RSPRY1
23028,KDM1A
3757,KCNH2
55593,OTUD5
2258,FGF13
286464,CFAP47
2158,F9
7317,UBA1
10229,COQ7
11151,CORO1A
84816,RTN4IP1
57122,NUP107
6900,CNTN2
998,CDC42
26011,TENM4
10982,MAPRE2
1287,COL4A5
2122,MECOM
51284,TLR7
6314,ATXN7
84679,SLC9A7
90161,HS6ST2
4694,NDUFA1
889,KRIT1
7037,TFRC
54885,TBC1D8B
63035,BCORL1
7128,TNFAIP3
7283,TUBG1
340719,NANOS1
3796,KIF2A
1911,PHC1
284086,NEK8
118856,MMP21
8471,IRS4
84061,MAGT1
10943,MSL3
6907,TBL1X
201973,PRIMPOL
79576,NKAP
2523,FUT1
2524,FUT2
3181,HNRNPA2B1
57531,HACE1
84173,ELMOD3
10568,SLC34A2
1589,CYP21A2
7454,WAS
4043,LRPAP1
8270,LAGE3
147183,KRT25
22866,CNKSR2
23568,ARL2BP
1859,DYRK1A
79853,TM4SF20
811,CALR
64857,PLEKHG2
3514,IGKC
51520,LARS1
5592,PRKG1
4329,ALDH6A1
23328,SASH1
63932,STEEP1
286410,ATP11C
407,ARR3
5162,PDHB
114928,GPRASP2
60528,ELAC2
10293,TRAIP
9702,CEP57
10319,LAMC3
51364,ZMYND10
5654,HTRA1
1786,DNMT1
3123,HLA-DRB1
347688,TUBB8
23247,KATNIP
1537,CYC1
1118,CHIT1
9731,CEP104
55130,ODAD2
1748,DLX4
112609,MRAP2
8192,CLPP
170692,ADAMTS18
23389,MED13L
3945,LDHB
8913,CACNA1G
115286,SLC25A26
4643,MYO1E
10892,MALT1
1297,COL9A1
4512,MT-CO1
4574,MT-TS1
4549,MT-RNR1
23141,ANKLE2
4099,MAG
29925,GMPPB
57468,SLC12A5
6834,SURF1
5723,PSPH
55823,VPS11
9524,TECR
2132,EXT2
253017,TECRL
3783,KCNN4
23418,CRB1
7415,VCP
6016,RIT1
8858,PROZ
60684,TRAPPC11
19,ABCA1
345,APOC3
3891,KRT85
4159,MC3R
7849,PAX8
617,BCS1L
2767,GNA11
3029,HAGH
8722,CTSF
1785,DNM2
4056,LTC4S
1106,CHD2
23562,CLDN14
10381,TUBB3
140803,TRPM6
83959,SLC4A11
60482,SLC5A7
196527,ANO6
57449,PLEKHG5
63976,PRDM16
9364,RAB28
2702,GJA5
6327,SCN2B
203286,ANKS6
54968,TMEM70
5424,POLD1
6712,SPTBN2
39,ACAT2
28755,TRAC
514,ATP5F1E
269,AMHR2
268,AMH
22891,ZNF365
339983,ASPNAT
54880,BCOR
8260,NAA10
79583,TMEM231
10717,AP4B1
3052,HCCS
1349,COX7B
51604,PIGT
11154,AP4S1
65080,MRPL44
2318,FLNC
9841,ZBTB24
2592,GALT
54440,SASH3
285362,SUMF1
6756,SSX1
89781,HPS4
7547,ZIC3
11234,HPS5
84343,HPS3
11178,LZTS1
6049,RNF6
388552,BLOC1S3
54928,BPNT2
79803,HPS6
84062,DTNBP1
51267,CLEC1A
64581,CLEC7A
6121,RPE65
9338,TCEAL1
2035,EPB41
2556,GABRA3
7439,BEST1
2651,GCNT2
23556,PIGN
3240,HP
7030,TFE3
2189,FANCG
55120,FANCL
9496,TBX4
9075,CLDN2
6330,SCN4B
51311,TLR8
5083,PAX9
57539,WDR35
2000,ELF4
81704,DOCK8
2742,GLRA2
93953,GCNA
57505,AARS2
847,CAT
3763,KCNJ6
120766137,HRURF
10142,AKAP9
2157,F8
5277,PIGA
8288,EPX
4143,MAT1A
871,SERPINH1
10102,TSFM
27235,COQ2
3786,KCNQ3
8462,KLF11
3785,KCNQ2
4125,MAN2B1
1041,CDSN
57096,RPGRIP1
3158,HMGCS2
4126,MANBA
84668,HYCC1
23301,EHBP1
9343,EFTUD2
2737,GLI3
3077,HFE
9791,PTDSS1
647219,ASCL5
65018,PINK1
145173,B3GLCT
2673,GFPT1
783,CACNB2
7134,TNNC1
57623,ZFAT
201625,DNAH12
226,ALDOA
81622,UNC93B1
8701,DNAH11
9330,GTF3C3
5345,SERPINF2
2733,GLE1
283,ANG
3295,HSD17B4
695,BTK
54856,GON4L
389434,IYD
3708,ITPR1
51176,LEF1
10025,MED16
7172,TPMT
701,BUB1B
4867,NPHP1
4576,MT-TT
50940,PDE11A
89953,KLC4
1824,DSC2
93589,CACNA2D4
144535,CFAP54
84811,BUD13
8541,PPFIA3
1146,CHRNG
57492,ARID1B
7084,TK2
3973,LHCGR
9639,ARHGEF10
8546,AP3B1
9913,SUPT7L
23324,MAN2B2
51021,MRPS16
86614,HSFY1
9084,VCY
8287,USP9Y
9082,XKRY
9083,BPY2
140032,RPS4Y2
8284,KDM5D
442862,PRY2
57055,DAZ2
57054,DAZ3
1617,DAZ1
8653,DDX3Y
9081,PRY
5940,RBMY1A1
9085,CDY1
9426,CDY2A
221496,LEMD2
22953,P2RX2
6911,TBX6
84976,DISP1
83552,MFRP
1727,CYB5R3
7498,XDH
55165,CEP55
64837,KLC2
51490,SPOUT1
283635,FAM177A1
83743,GRWD1
78989,COLEC11
3208,HPCA
727,C5
4306,NR3C2
9568,GABBR2
2056,EPO
3887,KRT81
1557,CYP2C19
282617,IFNL3
23495,TNFRSF13B
9342,SNAP29
50628,GEMIN4
140628,GATA5
1384,CRAT
4640,MYO1A
85021,REPS1
4990,SIX6
2487,FRZB
26263,FBXO22
89795,NAV3
80067,DCAF17
5781,PTPN11
3798,KIF5A
10457,GPNMB
27152,INTU
113457,TUBA3D
55081,IFT57
6310,ATXN1
5527,PPP2R5C
27257,LSM1
7051,TGM1
154810,AMOTL1
51690,LSM7
7276,TTR
590,BCHE
6328,SCN3A
53616,ADAM22
7545,ZIC1
114971,PTPMT1
5925,RB1
79631,EFL1
6710,SPTB
5190,PEX6
64135,IFIH1
10479,SLC9A6
3047,HBG1
51116,MRPS2
3421,IDH3G
9512,PMPCB
6097,RORC
55603,TENT5A
2058,EPRS1
50833,TAS2R16
3035,HARS1
1063,CENPF
26146,IFT54
2978,GUCA1A
79846,CFAP69
1292,COL6A2
84168,ANTXR1
3791,KDR
1757,SARDH
80705,TSGA10
56154,TEX15
122481,AK7
54664,TMEM106B
23395,LARS2
2224,FDPS
2475,MTOR
93986,FOXP2
27130,INVS
8820,HESX1
2328,FMO3
401,PHOX2A
56978,PRDM8
6006,RHCE
6938,TCF12
2588,GALNS
55366,LGR4
3704,ITPA
56270,WDR45B
79783,SUGCT
207063,DHRSX
26576,SRPK3
8233,ZRSR2
9918,NCAPD2
5931,RBBP7
54870,QRICH1
23397,NCAPH
79867,TCTN2
23310,NCAPD3
57511,COG6
54676,GTPBP2
6509,SLC1A4
23509,POFUT1
83844,USP26
5296,PIK3R2
3284,HSD3B2
6497,SKI
1736,DKC1
139818,DOCK11
9365,KL
8074,FGF23
182,JAG1
54967,CT55
55023,PHIP
84631,SLITRK2
494551,WEE2
3615,IMPDH2
8815,BANF1
6915,TBXA2R
136371,ASB10
2639,GCDH
9203,ZMYM3
139886,SPIN4
29071,C1GALT1C1
1538,CYLC1
4093,SMAD9
28985,MCTS1
857,CAV1
1478,CSTF2
79587,CARS2
7543,ZFX
54820,NDE1
131377,KLHL40
83544,DNAL1
2108,ETFA
2109,ETFB
2110,ETFDH
285489,DOK7
2582,GALE
1134,CHRNA1
1421,CRYGD
146845,CFAP52
25790,CFAP45
1161,ERCC8
79693,YRDC
1896,EDA
653509,SFTPA1
79029,AFG2B
6573,SLC19A1
54543,TOMM7
2078,ERG
80201,HKDC1
5191,PEX7
1565,CYP2D6
64121,RRAGC
10347,ABCA7
1111,CHEK1
30009,TBX21
1770,DNAH9
29775,CARD10
55621,TRMT1
5593,PRKG2
399,RHOH
9354,UBE4A
3574,IL7
6606,SMN1
6607,SMN2
3507,IGHM
745,MYRF
54828,BCAS3
6141,RPL18
431705,ASTL
57169,ZNFX1
6210,RPS15A
51102,MECR
23187,PHLDB1
4076,CAPRIN1
145645,TERB2
476,ATP1A1
2314,FLII
283847,TERB1
55072,RNF31
111,ADCY5
9772,TMEM94
79971,WLS
50964,SOST
3373,HYAL1
1910,EDNRB
3930,LBR
5966,REL
55739,NAXD
7143,TNR
6843,VAMP1
197258,FCSK
125988,MICOS13
6240,RRM1
4087,SMAD2
23499,MACF1
54148,MRPL39
54532,USP53
2744,GLS
4733,DRG1
79645,CLXN
84100,ARL6
81839,VANGL1
1536,CYBB
23514,SPIDR
11231,SEC63
1523,CUX1
113220,KIF12
51693,TRAPPC2L
120,ADD3
4069,LYZ
567,B2M
335,APOA1
5908,RAP1B
5910,RAP1GDS1
835,CASP2
7873,MANF
7287,TULP1
26121,PRPF31
1281,COL3A1
8925,HERC1
196,AHR
10785,WDR4
10734,STAG3
84074,QRICH2
23516,SLC39A14
285498,RNF212
54517,PUS7
4311,MME
3659,IRF1
55746,NUP133
90459,ERI1
3857,KRT9
5575,PRKAR1B
55315,SLC29A3
8540,AGPS
10397,NDRG1
55610,VPS50
5515,PPP2CA
81790,RNF170
23114,NFASC
64801,ARV1
55182,RNF220
6096,RORB
518,ATP5MC3
116461,TSEN15
55262,TRAPPC14
2784,GNB3
7783,ZP2
60509,AGBL5
23043,TNIK
140801,RPL10L
11190,CEP250
150,ADRA2A
29927,SEC61A1
5934,RBL2
346007,EYS
79709,COLGALT1
57190,SELENON
55777,MBD5
5071,PRKN
286151,FBXO43
153642,ARSK
10588,MTHFS
51434,ANAPC7
122622,ADSS1
22930,RAB3GAP1
7922,SLC39A7
6601,SMARCC2
92255,LMBRD2
84068,SLC10A7
93166,PRDM6
6718,AKR1D1
54834,GDAP2
3183,HNRNPC
3431,SP110
11145,PLAAT3
378884,NHLRC1
5130,PCYT1A
9132,KCNQ4
7703,PCGF2
7086,TKT
63931,MRPS14
11342,RNF13
5321,PLA2G4A
4761,NEUROD2
10667,FARS2
9971,NR1H4
594,BCKDHB
1629,DBT
4035,LRP1
50801,KCNK4
83480,PUS3
8943,AP3D1
65260,COA7
55697,VAC14
1053,CEBPE
134218,DNAJC21
27107,ZBTB11
64849,SLC13A3
84957,RELT
5589,PRKCSH
57061,HYMAI
5325,PLAGL1
346171,ZFP57
4927,NUP88
1457,CSNK2A1
9129,PRPF3
4009,LMX1A
84868,HAVCR2
60558,GUF1
8318,CDC45
60468,BACH2
9326,ZNHIT3
23233,EXOC6B
2566,GABRG2
84340,GFM2
26092,TOR1AIP1
4486,MST1R
2203,FBP1
5216,PFN1
81494,CFHR5
124093,CCDC78
79092,CARD14
50617,ATP6V0A4
51626,DYNC2LI1
56947,MFF
26123,TCTN3
7042,TGFB2
25886,POC1A
3516,RBPJ
22909,FAN1
1577,CYP3A5
1889,ECE1
8490,RGS5
5740,PTGIS
481,ATP1B1
118,ADD1
64374,SIL1
2294,FOXF1
8450,CUL4B
6535,SLC6A8
25821,MTO1
987,LRBA
2896,GRN
79581,SLC52A2
55788,LMBRD1
54476,RNF216
4597,MVD
4572,MT-TQ
4577,MT-TV
4578,MT-TW
4564,MT-TH
4566,MT-TK
4558,MT-TF
4511,MT-TC
4567,MT-TL1
4568,MT-TL2
4513,MT-CO2
4575,MT-TS2
2483,FRG1
353,APRT
55858,TMEM165
80254,CEP63
64087,MCCC2
56922,MCCC1
63894,VIPAS39
25942,SIN3A
3792,KEL
84947,SERAC1
23530,NNT
113278,SLC52A3
5546,PRCC
10801,SEPTIN9
30011,SH3KBP1
51660,MPC1
6011,GRK1
285195,SLC9A9
8482,SEMA7A
3211,HOXB1
84720,PIGO
3675,ITGA3
100422910,MIR2861
11128,POLR3A
80025,PANK2
3251,HPRT1
105804841,-
3664,IRF6
4784,NFIX
23261,CAMTA1
388939,PCARE
5241,PGR
2535,FZD2
415,ARSL
5092,PCBD1
10133,OPTN
22941,SHANK2
3166,HMX1
147372,CCBE1
4208,MEF2C
220136,CFAP53
11181,TREH
3559,IL2RA
26058,GIGYF2
843,CASP10
25788,RAD54B
8438,RAD54L
5269,SERPINB6
8048,CSRP3
2290,FOXG1
8092,ALX1
5156,PDGFRA
5745,PTH1R
785,CACNB4
27329,ANGPTL3
1959,EGR2
4646,MYO6
123016,TTC8
2646,GCKR
4792,NFKBIA
51135,IRAK4
10683,DLL3
145873,MESP2
5251,PHEX
2821,GPI
6709,SPTAN1
4982,TNFRSF11B
11315,PARK7
57165,GJC2
64127,NOD2
3762,KCNJ5
25839,COG4
88,ACTN2
2555,GABRA2
125,ADH1B
126,ADH1C
1385,CREB1
5265,SERPINA1
930,CD19
931,MS4A1
6812,STXBP1
115650,TNFRSF13C
975,CD81
3575,IL7R
1495,CTNNA1
726,CAPN5
6620,SNCB
114327,EFHC1
139285,AMER1
9076,CLDN1
925,CD8A
10577,NPC2
5873,RAB27A
4724,NDUFS4
4835,NQO2
5245,PHB1
3161,HMMR
9821,RB1CC1
580,BARD1
5002,SLC67A1
5888,RAD51
8493,PPM1D
6609,SMPD1
2182,ACSL4
80169,CTC1
2213,FCGR2B
1773,DNASE1
246329,STAC3
3689,ITGB2
79695,GALNT12
229,ALDOB
55733,HHAT
7259,TSPYL1
54982,CLN6
120227,CYP2R1
10388,SYCP2
861,RUNX1
57498,KIDINS220
2783,GNB2
26057,ANKRD17
8642,DCHS1
10594,PRPF8
10043,TOM1
1182,CLCN3
11012,KLK11
9453,GGPS1
57863,CADM3
2550,GABBR1
49,ACR
196385,DNAH10
148867,SLC30A7
150468,CKAP2L
8898,MTMR2
10021,HCN4
7750,ZMYM2
150274,HSCB
3972,LHB
154197,PNLDC1
6621,SNAPC4
5335,PLCG1
2542,SLC37A4
57466,SCAF4
11160,ERLIN2
51163,DBR1
1690,COCH
153201,SLC36A2
241,ALOX5AP
83723,TLCD3B
22906,TRAK1
79989,IFT56
10848,PPP1R13L
57479,PRR12
2678,GGT1
1107,CHD3
2317,FLNB
